FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG03697	HG03697	-0.00939593	-0.00679732	-0.0344766	0.0192623	0.0405902	0.00510273	-0.00409103	0.0154149	-0.0129846	0.00780948
HG03698	HG03698	-0.0108101	-0.00696672	-0.0320327	0.0161456	0.00134681	-0.0171074	-0.00437051	0.00375416	-0.0154933	0.0129447
HG03702	HG03702	-0.0116834	-0.00372399	-0.0315737	0.0172694	-0.0004941	0.0414681	0.0154131	-0.0102974	0.0219764	0.000740783
HG03703	HG03703	-0.00964043	-0.0125546	-0.0439303	0.0129007	0.0575957	0.0284991	-0.0084487	-0.00485882	-0.0133497	0.00584182
HG03705	HG03705	-0.0116748	-0.00719796	-0.0293348	0.0164575	0.0174743	-0.00172992	-0.0555269	0.0215341	-0.00187547	-0.0334117
HG03706	HG03706	-0.00994694	-0.0129752	-0.0352825	0.00719534	0.028617	0.0208707	-0.0155595	0.0467632	0.0131673	0.0106963
HG03708	HG03708	-0.00882638	-0.0114947	-0.0381899	0.00395188	-0.0443056	0.00434834	0.00778483	-0.0211921	-0.00131756	0.0585248
HG03709	HG03709	-0.0117027	-0.00832616	-0.0303124	0.0220613	-0.0230651	0.0252117	-0.0372974	-0.0164458	-0.000623392	-0.00151294
HG03711	HG03711	-0.010552	-0.00446137	-0.0392265	0.0237153	-0.00507395	-0.0161065	0.000988853	-0.00885789	0.00816296	-0.00699871
HG03713	HG03713	-0.0105576	-0.0147131	-0.0335892	0.00485178	-0.0151112	0.0251691	0.0193397	-0.0363363	-0.00475495	0.0128286
HG03714	HG03714	-0.01006	-0.00749227	-0.0371858	0.0148147	0.0214741	0.000759193	0.000328726	-0.0074569	-0.0380474	-0.0219567
HG03716	HG03716	-0.0103972	-0.0111306	-0.0247924	0.0152531	0.0114645	-0.00459557	-0.0228751	-0.0110803	-0.00177842	-0.028623
HG03717	HG03717	-0.00849954	-0.00734339	-0.0422466	0.0199239	0.0199946	0.0124449	-0.00782858	-0.0175406	0.0105307	-0.00846778
HG03718	HG03718	-0.0112148	-0.00494949	-0.042032	0.0171224	-0.0374924	0.0101978	-0.0143591	-0.00746878	-0.00560318	-0.00363602
HG03720	HG03720	-0.0102189	-0.00342492	-0.0441342	0.0171613	0.00155995	-0.0236341	0.00204848	0.0214163	-0.00275869	0.00239487
HG03722	HG03722	-0.00954759	-0.00664623	-0.0436638	0.0166784	-0.0155863	-0.0211839	-0.00470927	-0.0224915	-0.0150768	0.00646587
HG03727	HG03727	-0.00969685	-0.00841967	-0.037677	0.00767595	0.0102812	-0.00284079	-0.00638311	-0.00366982	-0.005352	-0.00757745
HG03729	HG03729	-0.0101119	-0.00707828	-0.0356792	0.0234211	0.0272498	-0.0294567	0.0151492	0.0535082	-0.0300168	0.0287657
HG03730	HG03730	-0.0107084	-0.000346356	-0.0498847	0.0311343	0.023438	-0.0268856	-0.00373305	0.0270192	-0.0185302	0.0386145
HG03731	HG03731	-0.00881141	-0.00978527	-0.0410445	0.0238231	0.000865083	-0.0279964	2.71542e-05	0.0139628	-0.0271136	0.0283245
HG03733	HG03733	-0.00890872	-0.00943021	-0.0375665	0.0151175	0.00454767	0.0289615	0.00527903	0.00324836	0.00555405	0.0112002
HG03736	HG03736	-0.00931652	-0.00388517	-0.0452993	0.022655	-0.0149546	-0.0198005	0.00925363	0.0105029	-0.00979011	0.0390286
HG03738	HG03738	-0.011816	-0.00570745	-0.0327562	0.0165388	0.00986263	-0.0016769	0.0112484	-0.00551538	0.00454177	0.00132712
HG03740	HG03740	-0.0113322	-0.00485766	-0.0321294	0.0270229	-0.0170839	-0.00853587	-0.0183878	-0.0207303	-0.00685692	-0.0386193
HG03741	HG03741	-0.0119468	-0.00453388	-0.0308868	0.0230452	-0.0219754	0.00659147	0.0157948	-0.029312	0.0046678	-0.00924056
HG03742	HG03742	-0.00876139	-0.00815794	-0.0328122	0.0196988	0.00379394	-0.00952702	-0.000853336	0.00339778	0.00608981	0.0515153
HG03743	HG03743	-0.0111715	0.00149023	-0.0415118	0.0270126	0.00893159	-0.0293087	-0.00521701	0.0186082	0.00863014	0.0215422
HG03744	HG03744	-0.00900233	-0.00693482	-0.0410478	0.012752	-0.0123135	-0.00227046	-0.00122103	0.0297206	-0.0213767	0.029842
HG03745	HG03745	-0.010593	-0.00560559	-0.0426354	0.014788	0.00984652	-0.0146276	0.00339691	0.0168439	0.00920307	-0.0291189
HG03746	HG03746	-0.0106168	-0.00947687	-0.0312678	0.0137574	-0.0136473	0.0109645	-0.0232839	-0.00532398	0.000954279	-0.0108253
HG03750	HG03750	-0.00978448	-0.00702909	-0.0404437	0.0224187	-0.0191868	-0.00989129	-0.0280644	-0.00457748	0.0319828	-0.015958
HG03752	HG03752	-0.0092511	-0.00349927	-0.0415147	0.0199934	0.0616078	0.017346	-0.00445917	0.011436	0.00845844	-0.0252099
HG03753	HG03753	-0.00944224	-0.00674083	-0.0389297	0.0179728	-0.0173729	0.00965487	0.0208966	-0.00539918	0.0200148	0.00482894
HG03754	HG03754	-0.0089043	-0.00569667	-0.0430965	0.0174865	0.0115421	-0.0061162	-0.0112511	-0.0213107	0.00749951	-0.0292714
HG03755	HG03755	-0.0114607	-0.00667861	-0.0342185	0.0200039	-0.0210511	0.00777256	-0.00745567	0.00246619	0.0317044	0.00573268
HG03756	HG03756	-0.0116491	-0.00313248	-0.0328695	0.019774	-0.00793494	0.0102498	-0.0481685	0.0351909	0.00103259	-0.0162429
HG03757	HG03757	-0.0096328	-0.00381484	-0.0392366	0.0188151	0.000273233	-0.00486858	-0.00484939	0.020775	0.00240484	-0.0339312
HG03760	HG03760	-0.0101323	-0.00364135	-0.041119	0.0133836	-0.0166056	-0.0177709	-0.0143834	-0.0200464	0.00844088	-0.00724206
HG03762	HG03762	-0.0103964	-0.00416928	-0.0378963	0.00994996	-0.025619	0.00372806	-0.0189107	0.0118318	0.0127897	0.0434414
HG03765	HG03765	-0.00828373	-0.0106427	-0.0236901	0.0154635	0.00587239	-0.0246792	-0.00596391	0.0184294	-0.00354385	-0.0108957
HG03767	HG03767	-0.00970612	-0.0118351	-0.032652	0.000817986	-0.00809169	-0.00913753	0.00583209	0.0178712	0.0130336	0.0153219
HG03770	HG03770	-0.0131088	-0.00439106	-0.0323131	0.0154781	-0.0331147	0.00816223	-0.0105236	-0.00332643	0.00894112	0.0113428
HG03771	HG03771	-0.0120941	-0.00853698	-0.0289252	0.0119904	-0.030387	-0.0245727	-0.0156693	-0.0126752	0.0112594	0.0336694
HG03772	HG03772	-0.0107137	-0.00166359	-0.0452538	0.0132037	0.00881654	8.42615e-05	0.00757262	0.0206652	-0.000949567	-0.0247818
HG03773	HG03773	-0.00960261	-0.00174332	-0.0485604	0.0151317	0.0169718	0.00778767	0.0106655	-0.0354733	0.00398696	-0.0391249
HG03774	HG03774	-0.0098481	-0.0047704	-0.0346167	0.0174121	0.0259657	-0.0136205	-0.00302497	0.0101898	0.0278673	0.0289184
HG03775	HG03775	-0.010654	-0.00727605	-0.0337643	0.0110415	-0.0145764	0.0323002	0.00545295	-0.0395209	-0.00117041	-0.0382139
HG03777	HG03777	-0.00837142	-0.00655033	-0.0414165	0.0143668	-0.0310875	-0.00385543	-0.031329	0.016011	-0.0222148	-0.00198455
HG03778	HG03778	-0.0103363	-0.00214391	-0.0330317	0.0243005	-0.012439	-0.00807453	0.00426982	-0.0272143	0.000966337	0.0299427
HG03779	HG03779	-0.010683	-0.00661702	-0.0355293	0.00788708	-0.0311851	0.0266393	-0.0121444	-0.0119368	0.00483637	-0.00552779
HG03780	HG03780	-0.00923614	-0.00258495	-0.0363666	0.0173206	-0.0273921	0.0112418	-0.00118053	-0.0198367	-0.000333171	0.0116308
HG03781	HG03781	-0.00967788	-0.00590192	-0.0368716	0.0213809	0.00834697	-0.0464545	-0.0163691	0.0503225	-0.0100093	-0.00837079
HG03782	HG03782	-0.00791807	-0.0080319	-0.0389025	0.0126745	0.00164303	0.00132064	0.0252931	-0.00543473	0.00612839	0.00907237
HG03784	HG03784	-0.00938612	-0.00380366	-0.0452637	0.0179407	-0.0136837	-0.00430702	0.00212223	-0.00902638	0.0402586	0.0354214
HG03785	HG03785	-0.0101471	-0.00247875	-0.0414811	0.0217189	-0.000715171	-0.0252502	0.0105214	0.040512	-0.0204476	-0.0140161
HG03786	HG03786	-0.0118681	-0.00726229	-0.0391859	0.0234552	-0.0280693	0.0147154	-0.0103331	0.00174932	0.0115458	0.00123669
HG03787	HG03787	-0.0108609	-0.0100072	-0.0369017	0.0128575	0.00636123	-0.0081551	0.0100459	-0.00484575	0.0135314	0.0199848
HG03788	HG03788	-0.0102871	-0.00762094	-0.0337602	0.0194065	-0.0234939	-0.0129515	-0.0101779	0.0171203	-0.00258086	-0.000152254
HG03789	HG03789	-0.0117099	-0.00454565	-0.029505	0.0126383	-0.0131268	-0.0146024	0.0220879	0.0172497	-0.00275689	-0.00133486
HG03790	HG03790	-0.00957212	-0.0082935	-0.0380336	0.0104181	0.00191178	0.0113472	0.00736882	-0.0127395	-0.0323291	-0.0151527
HG03792	HG03792	-0.0099487	-0.00594514	-0.0421648	0.0109864	0.000875903	0.017547	-0.0177242	0.0258329	0.0326041	-0.0491603
HG03793	HG03793	-0.00975333	-0.00699536	-0.0334031	0.0109036	-0.00256539	-0.0123455	0.00412792	-0.00527393	-0.0110301	0.0213676
HG03796	HG03796	-0.0115086	0.00688259	-0.0207597	0.00702998	-0.0316109	-0.00666752	-0.0197071	0.0161524	-0.00907494	0.0108527
HG03800	HG03800	-0.012345	0.000407331	-0.0303094	0.00507879	-0.011137	0.0161771	0.00613795	-0.015145	0.0453489	-0.0250105
HG03802	HG03802	-0.0126628	0.000994234	-0.0394226	0.00644403	0.00686648	-0.0177018	-0.0222825	0.000642755	-0.00829524	0.0483943
HG03803	HG03803	-0.00996328	0.00114952	-0.0361214	0.0207547	0.0131402	0.0189989	-0.00547387	-0.00351453	-0.00267555	-0.0152826
HG03805	HG03805	-0.0119108	-0.00209078	-0.0347695	0.0123226	-0.0418819	0.00464893	-0.0048939	0.0283765	0.00980373	0.00237934
HG03808	HG03808	-0.0116329	-0.00268281	-0.0288803	0.00527459	-0.0100806	-0.00326695	-0.00352537	-0.0134756	0.0142242	-0.0255056
HG03809	HG03809	-0.0122014	0.00142914	-0.0299956	0.0231878	-0.0354091	0.0018796	-0.0111651	0.0135514	0.00434627	-0.0134101
HG03812	HG03812	-0.0125295	-0.00246974	-0.0276938	0.00528577	-0.0153424	0.019778	-0.031335	-0.00378	0.0131853	-0.00384438
HG03814	HG03814	-0.0128956	0.00256227	-0.0384297	-0.000435994	-0.0196894	-0.00222538	-0.00925154	-0.00807675	0.0043681	0.0128364
HG03815	HG03815	-0.0108308	-0.000795363	-0.0329738	0.0116295	-0.0323169	-0.0127863	-0.0121071	-0.0175571	-0.00342814	-0.00500892
HG03817	HG03817	-0.0119595	-0.000440237	-0.033592	0.0177924	0.0448985	-0.0210905	0.0126203	0.00530602	-0.0187809	-0.0378233
HG03821	HG03821	-0.0126286	-0.0047805	-0.0337759	0.0174739	0.00516415	-0.0144799	-0.0182033	-0.00169195	-0.000746205	-0.00219575
HG03823	HG03823	-0.0104966	-0.0067284	-0.0353524	0.0161857	0.0123066	0.00582089	-8.55848e-05	-0.0437437	-0.00373397	-0.00540389
HG03824	HG03824	-0.0129165	-0.000959935	-0.0330964	0.0191587	0.00681387	-0.0027022	-0.0143992	-0.00261001	0.0122472	0.0119072
HG03826	HG03826	-0.0118937	-0.00707015	-0.0263865	0.0161797	0.0108038	-0.015887	-0.00176118	-0.000605106	-0.0605907	-0.0289752
HG03829	HG03829	-0.0107669	-0.00255475	-0.0225728	0.0109487	-0.0288995	0.00117601	0.00329541	0.0304601	0.0428273	0.0195797
HG03830	HG03830	-0.00972131	-0.00520127	-0.0343781	0.00916896	-0.00281189	0.0185611	-0.0165843	-0.00512249	0.00552893	-0.00233536
HG03832	HG03832	-0.0091348	-0.00222132	-0.0361481	0.00939283	0.0408338	0.00871401	-0.00339651	-0.0112069	-0.0382936	-0.0212245
HG03833	HG03833	-0.00832417	-0.00310203	-0.0384279	0.0228168	0.0173762	0.00206627	-0.00179525	0.0265994	0.00516762	0.0178062
HG03836	HG03836	-0.0107968	-0.00381671	-0.0315132	0.0113716	-0.0272714	0.00644622	-0.029338	-0.0242081	-0.0124062	0.0295079
HG03837	HG03837	-0.0108648	-0.00109724	-0.0384696	0.0205773	-0.0226647	0.00393166	0.0104398	0.00707373	0.0099698	0.0407724
HG03838	HG03838	-0.0118209	-0.00275151	-0.0437305	0.0243854	0.0227494	-0.0318256	-0.0187769	0.0180008	-0.0612594	-0.0258193
HG03844	HG03844	-0.0102063	0.00163805	-0.0363191	0.0156549	-0.0104662	-0.00318537	-0.00897933	0.0205002	-0.0274086	0.032397
HG03846	HG03846	-0.00826734	-0.00680039	-0.0403625	0.0145024	-0.00340726	-0.00513326	0.0068659	-0.0259887	-0.0366326	-0.0381141
HG03848	HG03848	-0.0125693	-0.00494841	-0.0345248	0.0226064	-0.0261154	-0.0157801	-0.0130005	-0.0217034	-0.0123546	-0.0119448
HG03849	HG03849	-0.0118623	-0.00854196	-0.0403477	0.0224839	-0.0273518	-0.00094133	0.0189589	-0.0455348	0.0070247	-0.0183995
HG03850	HG03850	-0.011806	-0.00484899	-0.0321611	0.0115472	0.00644728	0.0224964	1.12934e-05	0.0232974	0.0462696	-0.0148929
HG03851	HG03851	-0.0085555	-0.00752778	-0.0354523	0.0180906	-0.0186962	0.0110557	0.00653866	-0.0280603	0.0299338	-0.0311722
HG03854	HG03854	-0.010566	-0.00515129	-0.0393581	0.0115308	0.010822	0.00737441	-0.00363792	-0.0309415	-0.00658925	0.0307606
HG03856	HG03856	-0.0109443	-0.00213038	-0.0440674	0.0222861	-0.0274059	-0.0192277	-0.00532684	0.000445127	-0.0103993	-0.0570516
HG03857	HG03857	-0.0124316	-0.000236772	-0.0288197	0.0248927	-0.0301695	-0.00701864	-0.00261471	-1.42179e-05	-0.0494825	-0.0318235
HG03858	HG03858	-0.0120653	-0.00192739	-0.0388502	0.0246093	-0.0363122	-0.0141906	0.00354033	-0.0174587	0.0206	0.0505559
HG03861	HG03861	-0.0101769	-0.00352059	-0.0383286	0.017602	-0.0226892	0.00353766	-0.00771762	0.0232126	0.0531468	0.00292117
HG03862	HG03862	-0.0108749	-0.00690489	-0.0284345	0.022601	0.0272923	-0.0366224	-0.0288745	0.0353262	-0.0412746	0.0309183
HG03863	HG03863	-0.00955591	-0.00452952	-0.046353	0.00806111	0.0358689	0.0201545	0.0342112	0.00634197	-0.00462819	0.012846
HG03864	HG03864	-0.0111732	-0.00621782	-0.031521	0.0169826	0.0154304	-0.0338558	-0.0335199	0.0505373	-0.0241574	-0.0206474
HG03866	HG03866	-0.0110536	-0.00779927	-0.0295539	0.0150768	-0.0160214	-0.0152451	-0.00840382	-0.0123657	-0.0172316	0.0174218
HG03867	HG03867	-0.0112748	-0.00382662	-0.0387046	0.0225798	-0.00126568	0.000938792	0.00141212	-0.0135901	0.000815094	-0.0237504
HG03868	HG03868	-0.0100117	-0.00421611	-0.0310798	0.0151555	-0.0245647	0.00476581	-0.0115917	0.0157905	-0.0125603	0.023245
HG03869	HG03869	-0.0109802	-0.00847831	-0.0373543	0.0177001	6.17669e-05	0.0226827	-0.00606816	0.00133169	0.00931535	-0.0384976
HG03870	HG03870	-0.0121647	-0.000496163	-0.048336	0.0211085	0.0197297	-0.0354156	0.00690346	-0.0102964	-0.0390073	-0.00205233
HG03871	HG03871	-0.00979013	-0.00836208	-0.0417137	0.0193807	0.00350273	0.00655279	0.0173739	-0.0320037	-0.0047013	0.0169444
HG03872	HG03872	-0.00876622	-0.0074276	-0.0260124	0.0156932	-0.0295681	-0.00133343	0.0109889	-0.0265872	-0.00644695	0.0081493
HG03873	HG03873	-0.0112137	-0.0107681	-0.0362458	0.00470156	-0.018006	0.0253055	0.0263621	-0.0377403	3.18177e-05	0.0197437
HG03874	HG03874	-0.00895042	-0.00447973	-0.0332004	0.00988785	0.0109124	-0.0216629	0.0248045	0.00612095	0.00617847	0.0159563
HG03875	HG03875	-0.0114075	-0.00910596	-0.0296886	0.0130802	0.00814311	-0.00976749	-0.01844	-0.0113669	-0.0524914	0.0191405
HG03882	HG03882	-0.0102908	-0.0104306	-0.0359544	0.0214095	0.012693	0.00233578	-0.000574473	-0.000894253	0.00277219	-0.0272341
HG03884	HG03884	-0.0102065	-0.00814193	-0.0414313	0.0167706	-0.00442119	0.0235529	0.00350308	0.0104585	0.0186721	0.000790281
HG03885	HG03885	-0.0109674	-0.00507436	-0.0406234	0.0155504	-0.0348179	0.00170525	-0.0289925	-0.0226221	-0.00504279	-0.027944
HG03886	HG03886	-0.010236	-0.00457345	-0.0434709	0.0171213	-0.00546272	0.0124834	0.00304487	-0.0156344	-0.013103	-0.0080182
HG03887	HG03887	-0.010092	-0.00472513	-0.0334716	0.0154551	-0.00709317	0.00507527	-0.00131146	-0.0456861	0.0260734	-0.0468906
HG03888	HG03888	-0.00928745	-0.0108311	-0.0307481	0.0109317	0.00178581	-0.00824032	0.0074321	-0.0283321	-0.0154695	-0.0025215
HG03890	HG03890	-0.0108049	-0.00488956	-0.0388013	0.0163337	-0.0202802	-0.00659634	0.0185624	0.0121505	0.00439891	0.0221503
HG03894	HG03894	-0.0120342	-0.00456664	-0.0380028	0.0136454	0.0438142	-0.0095834	0.0155235	-0.00566998	0.00399732	-0.0407664
HG03895	HG03895	-0.0104357	-0.00480955	-0.0396977	0.0207362	0.00831554	-0.00534792	0.00159789	-0.00651466	0.0127526	0.0358011
HG03896	HG03896	-0.00831132	-0.00342471	-0.0444227	0.0222625	0.0138577	-0.00541313	0.0447533	0.0367503	0.0183917	-0.0186035
HG03897	HG03897	-0.00983336	-0.00614508	-0.0369671	0.0169878	-0.00135406	-0.0210434	-0.0100328	-0.00384323	-0.0349885	0.0152044
HG03898	HG03898	-0.0110497	-0.00335143	-0.0299203	0.0152406	-0.0208501	0.0177888	-0.0069345	-0.0261841	0.00677904	-0.0180611
HG03899	HG03899	-0.00918252	-0.00910201	-0.0338304	0.0131697	0.0177967	0.034342	0.016211	-0.00864959	0.021659	0.0100815
HG03900	HG03900	-0.00847787	-0.00744211	-0.0375287	0.0187813	0.00891154	0.0254213	-0.00681296	0.0436199	0.0140972	0.00257709
HG03902	HG03902	-0.00952443	-0.00388364	-0.0400055	0.0184324	-0.0402496	-0.00559721	-0.000798083	-0.041664	-0.0129589	0.00573724
HG03905	HG03905	-0.0123027	-0.00420668	-0.0288685	0.00635748	0.0143121	-4.37924e-05	-0.025967	0.0253644	-0.0244015	0.0340042
HG03907	HG03907	-0.0101827	0.00029998	-0.0287425	0.0102339	-0.00501632	0.0210613	0.0160462	0.0244519	0.012628	0.00565172
HG03908	HG03908	-0.0109732	0.00122012	-0.0296999	0.0191903	0.00895883	-0.0125342	-0.0116339	0.0291403	-0.0231266	0.0168129
HG03910	HG03910	-0.0119097	-0.00167678	-0.0329997	0.0113065	0.0117011	-0.00339283	-0.0106977	0.0237923	0.0457417	-0.0238098
HG03911	HG03911	-0.013773	-0.00220714	-0.0415115	0.00808572	0.00479454	0.0185534	0.00300596	-0.00417243	-0.00192847	0.0319337
HG03913	HG03913	-0.0101972	-7.22681e-05	-0.0284301	0.0107009	0.00929966	0.000273703	0.0134346	0.0158011	0.0381035	-0.0263748
HG03914	HG03914	-0.012627	-0.00181554	-0.0284461	0.00763171	-0.042395	-0.00457908	-0.0202237	0.0304602	-0.00573366	-0.0270469
HG03916	HG03916	-0.0109802	-0.00029865	-0.0318587	0.0127748	-0.0100933	0.0203935	-0.00605371	-0.00428428	0.0135626	0.00761883
HG03917	HG03917	-0.0108034	-0.00690097	-0.0203653	0.0178837	-0.0140594	-0.0075232	-0.00290303	-0.0227252	0.00459357	-0.0048591
HG03919	HG03919	-0.0111722	-0.0077826	-0.025718	0.0130311	-0.000308217	-0.000701888	0.00815731	0.00876526	-0.00228269	0.0111441
HG03920	HG03920	-0.0111138	-0.00494316	-0.0393119	0.0192668	0.0273505	0.0147813	-0.0123529	0.0461913	0.00460446	-0.0188941
HG03922	HG03922	-0.00982508	-0.000817529	-0.0256492	0.0186282	0.0332771	0.023045	0.0311151	0.0184473	0.0302635	0.0189403
HG03925	HG03925	-0.013417	0.00167273	-0.0283668	0.0176667	-0.0193465	-0.000946988	-0.017498	-0.0260395	-0.0117835	-0.00918672
HG03926	HG03926	-0.0128205	0.00442034	-0.0214676	0.0080974	-0.0153441	-0.000406431	0.00725773	-0.0421039	0.0170587	-0.00403729
HG03928	HG03928	-0.0105377	-0.00219062	-0.0297593	0.0180214	0.000446613	-0.022252	-0.0237856	-0.00316878	-0.0164596	-0.0193982
HG03931	HG03931	-0.0116143	0.000983564	-0.0321831	0.0145279	-0.0212784	0.0211106	-0.00357354	-0.0125892	-0.0149113	0.0152585
HG03934	HG03934	-0.0104649	-0.000585479	-0.0340058	0.021833	-0.0232056	-0.0220364	-0.00989617	0.0162081	0.0157756	0.00264481
HG03937	HG03937	-0.0105099	0.00137266	-0.0312772	0.0107846	-0.00962999	-0.0200052	-0.0157517	0.00820016	-0.000791069	0.0137313
HG03940	HG03940	-0.0130484	-0.00473323	-0.0443996	0.0220057	0.0188309	0.0235923	0.0194598	0.0406171	0.0345745	-0.0148007
HG03941	HG03941	-0.010014	-0.00573819	-0.0352631	0.0169389	-0.0293239	0.0132484	-0.00783652	0.0262555	0.0373678	-0.0581939
HG03943	HG03943	-0.00952258	-0.00613989	-0.0328808	0.0134958	-0.0160886	-0.00262415	-0.0183734	-0.000877397	-0.00454956	0.0102556
HG03944	HG03944	-0.010839	-0.00446404	-0.0378983	0.00882756	-0.000409157	-0.00732831	-0.00719637	0.0196634	-0.014574	0.0206478
HG03945	HG03945	-0.0100457	-0.00539548	-0.0351744	0.0108083	-0.00354276	0.0107235	-0.00527573	0.0132688	-0.00974802	-0.0140088
HG03947	HG03947	-0.0104992	-0.000784113	-0.0254362	0.0243766	-0.0325049	-0.00231901	-0.0136572	0.0227962	0.0279055	-0.000507462
HG03949	HG03949	-0.011594	-0.00204644	-0.0379708	0.0107211	-0.012632	-0.00986302	-0.0383462	0.0131317	-0.0066526	0.0494194
HG03950	HG03950	-0.0105437	-0.00183778	-0.0456108	0.0134733	0.0348262	0.00165826	0.00883801	-0.0289318	-0.0246659	0.015824
HG03951	HG03951	-0.00917902	-0.00790092	-0.0373478	0.0208739	0.0215016	-3.76152e-05	-0.0021776	0.0190893	-0.0207381	-0.00408233
HG03953	HG03953	-0.0113866	-0.00639993	-0.0448489	0.013009	0.0230845	0.0234075	0.0185984	-0.0291234	-0.000224019	-0.0207489
HG03955	HG03955	-0.00783085	-0.00283313	-0.0316414	0.0161401	-0.000770558	0.0239838	-0.000319677	-0.00854105	0.0392344	-0.00824378
HG03960	HG03960	-0.01159	-0.00379617	-0.0310381	0.0181026	-0.0210533	-0.00835009	0.00523868	0.0168474	0.0614591	0.00058201
HG03963	HG03963	-0.0101197	-0.00669939	-0.0394332	0.00695501	0.034455	0.0228658	-0.0169481	0.0213614	0.0280657	-0.000894644
HG03965	HG03965	-0.0121433	-0.00427308	-0.0361244	0.0211847	0.00627916	-0.0116659	0.00855814	0.0251914	0.046513	0.00500663
HG03967	HG03967	-0.00914846	-0.00673162	-0.0335993	0.00951766	-0.0385087	0.0188707	-0.0172177	0.0202123	0.00121423	-0.0162965
HG03968	HG03968	-0.0103636	-0.00238574	-0.0415383	0.0166086	0.00547215	-0.00310783	0.0193786	-0.00481068	-0.00186468	0.00928463
HG03969	HG03969	-0.0110107	-0.00779254	-0.0367954	0.018855	-0.0268594	-0.0147659	-0.00794117	0.0219232	-0.00557931	-0.0285039
HG03971	HG03971	-0.0096867	-0.00691445	-0.0309663	0.0125703	0.000812362	0.00298518	-0.00351145	0.0201056	-0.00771882	0.0192624
HG03973	HG03973	-0.0118874	-0.00588686	-0.0351737	0.0126106	0.00805238	0.00716504	0.0256083	-0.023401	-0.0197321	0.00413228
HG03974	HG03974	-0.0103163	-0.00678402	-0.0394738	0.0122851	0.00836644	0.0214904	0.0091855	-0.00957692	-0.00348264	0.00122232
HG03976	HG03976	-0.0115905	-0.0106709	-0.0388445	0.017109	0.00820541	0.00739155	0.0338747	-0.0175918	0.022844	0.00328901
HG03977	HG03977	-0.0125383	-0.00249386	-0.0399523	0.0126702	-0.0129093	0.0122661	0.00113031	0.0248202	0.0138776	0.0267505
HG03978	HG03978	-0.00933526	-0.0105584	-0.0427205	0.0125904	0.0256603	0.033971	0.0342265	0.00143643	0.0187755	-0.00930863
HG03985	HG03985	-0.0135004	-0.000234344	-0.0430523	0.0204562	0.00221379	-0.0271883	-0.0187681	-0.0114238	-0.0166506	-0.0119125
HG03986	HG03986	-0.0115582	-0.00622707	-0.0263052	0.0120152	-0.0129729	0.0133175	-0.0133971	0.0118221	0.0163664	0.00635543
HG03989	HG03989	-0.010332	-0.00524151	-0.0322319	0.0151685	-0.0289219	0.0125222	-0.00322818	0.0254117	0.0408346	0.0095412
HG03990	HG03990	-0.00782196	-0.0106906	-0.0374129	0.0214792	-0.0117953	0.0326916	-0.0181724	0.0164924	0.0350573	-0.0267992
HG03991	HG03991	-0.0120622	-0.0037261	-0.0390304	0.0132481	-0.00242769	0.00120241	0.00661635	0.0160318	-0.00620256	-0.0156935
HG03995	HG03995	-0.0100326	-0.00554937	-0.0393656	0.0241722	0.00391845	-0.00902636	0.0180427	-0.00184699	-0.00524341	-0.0344782
HG03998	HG03998	-0.01006	-0.00809335	-0.0371608	0.00351092	-0.0153596	0.0283082	0.0121614	-0.0303695	0.0074917	0.0241257
